cache_mb,capacity_gb,category,form_factor,interface,lighting,manufacturer,name,opendb_id,part_id,release_year,series,storage_type,variant
128,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG04ACA600E 6TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",55032c0a-2425-4f88-9a9f-1647520fe9b8,hdd_0339,,MG04ACA600E,HDD,6000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Green 1.5TB HDD 7200RPM 3.5"" SATA",561367b1-a79e-4fea-8390-5af8d9681576,hdd_0340,,Caviar,HDD,1000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate ST1000DM004 1TB 3.5"" HDD 7200RPM SATA",561c93e3-8ba3-48f6-a38e-196ecb774959,hdd_0341,,ST1000DM004,HDD,1000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise Capacity 3TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",562c74cd-64a5-4367-8b61-e572fe238773,hdd_0342,,Enterprise,HDD,3000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MD04ACA400 4TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",569a9d4d-30d6-4313-a00d-1cd959dbd754,hdd_0343,,MD04ACA400,HDD,4000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate ST6000NM0024 6TB HDD 3.5"" SATA",56a12946-5258-4046-bcf5-8cc352b77eec,hdd_0344,,ST6000NM0024,HDD,6000GB
,150,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Raptor 150GB HDD 3.5"" 10000RPM SATA",574bed0f-9efd-487f-8dc5-50839cfc6607,hdd_0345,,Raptor,HDD,150GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red 2TB 3.5"" HDD 5400 RPM SATA 6.0 Gb/s",57bc404d-948c-4960-b575-acd093e0a20b,hdd_0346,,Red,HDD,2000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Surveillance 1TB HDD 3.5"" 5400RPM SATA",57e8470d-ca93-4a00-8a13-50cadfc72431,hdd_0347,,Surveillance,HDD,1000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba S300 4TB HDD 3.5"" 5400RPM SATA",57f257c1-fe5a-4813-97d6-d594763cfb9a,hdd_0348,,S300,HDD,4000GB
,250,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Scorpio Blue 250GB HDD 5400RPM 2.5"" SATA",58906aa6-dd46-44e5-8adb-7e9d3aaf86b3,hdd_0349,,Scorpio,HDD,250GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 2TB 3.5"" HDD 7200RPM SATA",58f3c59e-98b3-4346-980a-1c7fcd5b4740,hdd_0350,,BarraCuda,HDD,2000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar 7K4000 4TB HDD 3.5"" 7200RPM SATA",59163698-2fb7-4382-8cb2-37847ca0ffbc,hdd_0351,,Ultrastar,HDD,4000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi 7K3000 2TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",596b283a-1f51-455e-8290-fd1466f5a04b,hdd_0352,,7K3000,HDD,2000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Momentus 1TB HDD 5400RPM 2.5"" SATA",5984eaf5-3460-4e7b-a620-304d3911caab,hdd_0353,,Momentus,HDD,1000GB
,16000,hdd,"3.5""",SAS 12.0 Gb/s,,Seagate,"Seagate Exos X24 16TB HDD 3.5"" SAS",5abb633f-0911-4109-8763-95170544ef08,hdd_0354,,Exos,HDD,16000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red 3 TB 3.5"" HDD 5400 RPM SATA 6.0 Gb/s Internal",5aedf047-01df-498f-95e5-0eb2a6f3179a,hdd_0355,,Red,HDD,3000GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Ultrastar DC HC550 16TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",5b0e1eb1-c837-4639-a1c5-2fb63c479b15,hdd_0356,,Ultrastar,HDD,16000GB
,22000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Gold 22 TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",5b225dc0-0871-4aa9-aaee-90e3936089ad,hdd_0357,,Gold,HDD,22000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate EXOS Enterprise 4TB 3.5"" HDD 7200RPM SATA",5bd5002b-f2c6-4e9d-bea3-87e03cea9fb5,hdd_0358,,EXOS,HDD,4000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi A7K1000-1000 1TB HDD 3.5"" 7200RPM SATA 3.0 Gb/s",5c62d4a4-2764-4b2b-b97a-606a2135ef84,hdd_0359,,A7K1000-1000,HDD,1000GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate EXOS Enterprise 14TB HDD 3.5"" 7200RPM SATA",5cb17f98-bf51-469b-9cf0-77cc45c3e104,hdd_0360,,EXOS,HDD,14000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Barracuda Compute 3TB 3.5"" HDD 5400RPM SATA",5dbd1329-9d43-4edb-895b-d732cea98a1a,hdd_0361,,Barracuda,HDD,3000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk AI 10TB HDD 3.5"" 7200RPM SATA",5dd8a292-9395-4ee2-af43-b2ab0b6a9ae4,hdd_0362,,SkyHawk,HDD,10000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG07ACA12TE 12TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",5dd9b6f3-1aec-440d-99c4-0e25f85b8d8c,hdd_0363,,MG07ACA12TE,HDD,12000GB
,250,hdd,"3.5""",SATA 1.5 Gb/s,,Maxtor,"Maxtor 7Y250M0 250GB Internal HDD 7200RPM 3.5"" SATA 1.5 Gb/s",5e7ebd08-fe45-4bb0-8606-b843ca3888b0,hdd_0364,,7Y250M0,HDD,250GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X16 10TB HDD 7200RPM 3.5"" SATA",5f05e136-61d0-46df-87cc-b669fc52d2e8,hdd_0365,,Exos,HDD,10000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 2TB 3.5"" HDD 5400RPM SATA",5f32b0bb-56cd-47d8-8fd7-5d0e1a397ba5,hdd_0366,,Red,HDD,2000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red 4TB Internal HDD 5400 RPM 3.5"" SATA 6.0 Gb/s",5f4a73b1-1397-4d18-a08b-0a9032cdef9c,hdd_0367,,Red,HDD,4000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint F1 RAID 500GB HDD 7200RPM 3.5"" SATA",5f546141-3d31-4947-85c4-f621816c3f58,hdd_0368,,Spinpoint,HDD,500GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital AV-GP 1.5TB HDD 5400RPM 3.5"" SATA",5fac7f77-0773-4474-9704-ec724cd081c4,hdd_0369,,AV-GP,HDD,1000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 6TB 3.5"" HDD 5400RPM SATA",5fd2b694-83f4-4ef3-acf4-bc2282344470,hdd_0370,,Purple,HDD,6000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi A7K2000 1TB 3.5"" HDD 7200RPM SATA",610eef8c-3ce0-4949-ae01-7f19bd0204ab,hdd_0371,,A7K2000,HDD,1000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital WD1001FALS 500GB HDD 3.5"" 7200RPM SATA",623f4f41-a08d-4c3e-bb7a-d57df0958009,hdd_0372,,WD1001FALS,HDD,500GB
,5000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Deskstar NAS 5TB HDD 3.5"" 7200RPM SATA",624e91b6-8711-4664-9d44-72486910044f,hdd_0373,,Deskstar,HDD,5000GB
,3000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Blue 3TB 3.5"" HDD 5400RPM SATA",627640cb-6ceb-4e18-9b38-802ec2122a50,hdd_0374,,Blue,HDD,3000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate ST2000DM002 2TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",63229545-a342-4b45-a3fe-f365a2d7a10b,hdd_0375,,ST2000DM002,HDD,2000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Surveillance 8TB HDD 7200RPM 3.5"" SATA Internal",6430ba94-2329-4dcd-8536-91ee0413a451,hdd_0376,,Surveillance,HDD,8000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Travelstar 5K1000 1TB HDD 5400RPM 2.5"" SATA",64463013-3a21-454c-9367-dd0acfadc53c,hdd_0377,,Travelstar,HDD,1000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG04ACA400N 4TB HDD 3.5"" SATA",6453259a-0a35-4ab8-8a6e-a13ef4d7b007,hdd_0378,,MG04ACA400N,HDD,4000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk Surveillance +Rescue 8TB HDD 3.5"" SATA",647decf7-dabe-453f-9ed9-1a772d33daab,hdd_0379,,SkyHawk,HDD,8000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG09 512e 12 TB HDD 7200 RPM 3.5"" SATA 6.0 Gb/s",64dd2585-ca4a-4bb9-ac7c-f49487061db1,hdd_0380,,MG09,HDD,12000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Deskstar 7K3000 3TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",64fc8c93-adac-4396-a826-e502a4338f41,hdd_0381,,Deskstar,HDD,3000GB
,24000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X24 24 TB 3.5"" Internal HDD 7200RPM SATA 6.0 Gb/s",65246e10-9a61-49e3-ba86-da6a65148cb0,hdd_0382,,Exos,HDD,24000GB
,8000,hdd,"3.5""",SAS 6.0 Gb/s,,Seagate,"Seagate Enterprise Capacity 8TB HDD 3.5"" 7200RPM SAS",65291077-59e0-44e0-8529-e9cf37b27f0e,hdd_0383,,Enterprise,HDD,8000GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Water Panther,"Water Panther Arsenal 14TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",6530ddcf-8d36-4f98-87a3-a16cf9fdec45,hdd_0384,,Arsenal,HDD,14000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint F3 1TB Internal HDD 7200RPM 3.5"" SATA 3.0 Gb/s",658c79c0-224e-4931-b3fc-d98b6ab7c251,hdd_0385,,Spinpoint,HDD,1000GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 16TB HDD 3.5"" SATA",658c8947-8e76-4c9a-8d7c-af06ab24118e,hdd_0386,,Red,HDD,16000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WDBSLA0010HNC-NRSN 1 TB Internal HDD 3.5"" 7200RPM SATA 6.0 Gb/s",65d1e98a-7a05-4dfb-bd6b-77066b3eb603,hdd_0387,,WDBSLA0010HNC-NRSN,HDD,1000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 4TB HDD 5400RPM 3.5"" SATA",65e72630-c17b-4997-95c2-eefcdddf55bd,hdd_0388,,BarraCuda,HDD,4000GB
,2000,hdd,"3.5""",SAS 6.0 Gb/s,,Toshiba,"Toshiba HDD3A01 2TB HDD 3.5"" 7200RPM SAS 6.0 Gb/s",660a14c3-0183-4105-9702-7d59fd55652d,hdd_0389,,HDD3A01,HDD,2000GB
,1000,hdd,"2.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint M8 1TB HDD 2.5"" 5400RPM SATA",666a2cf9-b1d5-4eb6-a318-b525e72562a9,hdd_0390,,Spinpoint,HDD,1000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar 7K3000 2TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",66cb8bc8-edb5-4010-93b0-2d91909dd64c,hdd_0391,,Ultrastar,HDD,2000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 8TB HDD 3.5"" 5640RPM SATA",66e0f773-9380-45aa-af87-dd46892726a9,hdd_0392,,Red,HDD,8000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Gold 1TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",66f1ec6c-3e6e-435b-893b-8e244979f84b,hdd_0393,,Gold,HDD,1000GB
,28000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos M 28TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",66fbede6-59a8-4e26-80ef-34d14e284c1e,hdd_0394,,Exos,HDD,28000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 6TB HDD 3.5"" 5400RPM SATA",672fe93e-b37c-40d7-889c-78db9acee108,hdd_0395,,IronWolf,HDD,6000GB
,150,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital VelociRaptor 150GB HDD 2.5"" SATA",67376a68-d04a-41bc-bec7-5c03ca905b7c,hdd_0396,,VelociRaptor,HDD,150GB
,900,hdd,"2.5""",SAS 6.0 Gb/s,,Toshiba,"Toshiba AL13SE 900GB HDD 10500RPM 2.5"" SAS 6.0 Gb/s",67c7f135-69f5-4f16-b583-52c0a4f8d0ee,hdd_0397,,AL13SE,HDD,900GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 Pro 6TB HDD 3.5"" 7200RPM SATA",680a7466-8668-4f2a-9dea-7ffb8e3033ec,hdd_0398,,N300,HDD,6000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Toshiba,"Toshiba MK1002TSKB 1TB HDD 3.5"" SATA",68bb7207-32e3-423b-8ace-6e265ec30f1f,hdd_0399,,MK1002TSKB,HDD,1000GB
,600,hdd,"3.5""",SAS 6.0 Gb/s,,Seagate,"Seagate Cheetah 15K.7 600GB HDD 3.5"" SAS 6.0 Gb/s",692d7aee-d48d-4341-a1ef-3a9d06d320da,hdd_0400,,Cheetah,HDD,600GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 10TB HDD 7200RPM 3.5"" SATA",69570bba-b894-4f04-abd6-e264fdecd3a9,hdd_0401,,Red,HDD,10000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 4TB 3.5"" HDD 5400 RPM SATA",69670f8a-d054-4dcb-819e-4fb72d4c7d28,hdd_0402,,Purple,HDD,4000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG03ACA 1TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",6a230b63-e97f-4f07-99b0-c2c63e244457,hdd_0403,,MG03ACA,HDD,1000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Barracuda Green 1.5TB HDD 3.5"" SATA",6a47b1e0-6f01-4516-ae54-1d2eb44880aa,hdd_0404,,Barracuda,HDD,1000GB
,320,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 320GB HDD 7200RPM 3.5"" SATA",6a5dec1c-17fe-4af9-9215-ff95b554682b,hdd_0405,,Caviar,HDD,320GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 12TB HDD 3.5"" 7200RPM SATA",6a6dcc47-70f2-48e7-a8e1-798ad56ccc68,hdd_0406,,N300,HDD,12000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda Pro 8TB HDD 3.5"" 7200RPM SATA",6a928585-f595-41fc-9703-62a4cdabfea9,hdd_0407,,BarraCuda,HDD,8000GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 14TB 3.5"" HDD 7200RPM SATA",6aaabc3e-e2e4-4156-9e11-a3df90abe28a,hdd_0408,,X300,HDD,14000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate ST3000VN000 3TB HDD 3.5"" SATA",6ac3e5c2-9de9-468b-a0a4-9cf69c730e30,hdd_0409,,ST3000VN000,HDD,3000GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos 18TB HDD 3.5"" 7200RPM SATA",6ac4508f-f9f5-442f-a1c6-c6411fd95e09,hdd_0410,,Exos,HDD,18000GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Green 500GB HDD 5400RPM 3.5"" SATA 6.0 Gb/s",6bcd4521-86cf-41f6-80ee-4a437e297442,hdd_0411,,Caviar,HDD,500GB
,12,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MD07ACA 12GB 3.5"" HDD 7200RPM SATA",6beed498-7218-4731-ba66-d5dd8d80e8a9,hdd_0412,,MD07ACA,HDD,12GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,HP,"HP 628065-B21 3TB HDD 3.5"" 7200RPM SATA",6c131185-f800-4238-9bb6-2f6a67f19ce7,hdd_0413,,628065-B21,HDD,3000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Black 1 TB HDD 2.5"" 7200 RPM SATA Internal",6c32f2cc-853f-4dfc-a902-d990becf9f42,hdd_0414,,Black,HDD,1000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf 1TB HDD 5400RPM 3.5"" SATA",6cc6ffb4-881f-4ef6-8975-30c842faa4bd,hdd_0415,,IronWolf,HDD,1000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Black 1TB HDD 3.5"" 7200RPM SATA",6cea2768-39cf-4b7e-be7e-1dac83c263d6,hdd_0416,,Caviar,HDD,1000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 2TB HDD 3.5"" SATA",6d474c53-90d4-4d3d-b19d-6339d8008938,hdd_0417,,Blue,HDD,2000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 12TB HDD 3.5"" SATA",6da2a6af-04a6-4917-9567-245373af0fb9,hdd_0418,,Red,HDD,12000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi 0B36040 4TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",6dd0af31-deb3-4af5-9f94-a234c4426f95,hdd_0419,,0B36040,HDD,4000GB
,3000,hdd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 3TB HDD 2.5"" SATA",6ea8150f-5b5e-411f-a498-95e466197d5a,hdd_0420,,BarraCuda,HDD,3000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X14 12TB Internal HDD 3.5"" 7200RPM SATA 6.0 Gb/s",6ed2cc45-acd4-49c2-81f5-da0a51da467b,hdd_0421,,Exos,HDD,12000GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 Pro 18TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",6f00492e-a235-4885-8049-508b0843688b,hdd_0422,,N300,HDD,18000GB
,250,hdd,"2.5""",SATA 3.0 Gb/s,,Toshiba,"Toshiba MK2565GSX 250GB HDD 5400RPM 2.5"" SATA 3.0 Gb/s Internal",6f5686f5-5555-416e-b7dc-cb088cb3a91f,hdd_0423,,MK2565GSX,HDD,250GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro NAS 6TB 3.5"" HDD 7200RPM SATA",6f7eaa50-c91f-4a3e-a174-2117b3fa0869,hdd_0424,,IronWolf,HDD,6000GB
,2000,hdd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 2TB HDD 2.5"" 5400RPM SATA Internal",6fa1fe39-e9bb-4782-8360-b0867a6ea23c,hdd_0425,,BarraCuda,HDD,2000GB
,750,hdd,"2.5""",SATA 3.0 Gb/s,,Toshiba,"Toshiba MQ01ABD075 750GB HDD 2.5"" 5400RPM SATA 3.0 Gb/s Internal",703d9f83-63b7-46a0-9aae-3194016c0949,hdd_0426,,MQ01ABD075,HDD,750GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Green 3TB Internal HDD 5400RPM 3.5"" SATA 6.0 Gb/s",7068b721-c0e8-475d-8af0-0a60f8e47765,hdd_0427,,Caviar,HDD,3000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba P300 3TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",70d02ff4-6c97-4d75-94d3-b4a6f486c5da,hdd_0428,,P300,HDD,3000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Constellation CS 3TB HDD 7200RPM 3.5"" SATA",70d07679-8f8f-4b12-a4a5-a134215e80a5,hdd_0429,,Constellation,HDD,3000GB
,750,hdd,"2.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi Travelstar 7K750 750 GB 2.5"" HDD 7200 RPM SATA 3.0 Gb/s Internal",70fff4fb-3689-4695-9d19-6af46db76ffd,hdd_0430,,Travelstar,HDD,750GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar He8 8TB HDD 7200RPM 3.5"" SATA",71505629-a04e-445f-aaba-344eb3060e75,hdd_0431,,Ultrastar,HDD,8000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 8TB HDD 3.5"" 5640RPM SATA",717c802b-5610-4e93-98ff-d505a90c9ace,hdd_0432,,Purple,HDD,8000GB
,20000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X24 20TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",7198a679-eade-42a8-a44a-d1fae0c2b086,hdd_0433,,Exos,HDD,20000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise Capacity 10 TB 3.5"" 7200 RPM Internal",71a2354b-6ca5-471e-b753-c1c2a6407f3b,hdd_0434,,Enterprise,HDD,10000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Black 1TB HDD 2.5"" 7200RPM SATA Internal",71a96e05-6968-4893-b4d4-b1fc9b7d9df7,hdd_0435,,Black,HDD,1000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk 6TB Internal HDD 3.5"" 5900 RPM SATA",7222722d-65b4-4058-9e39-e5b585e21dd2,hdd_0436,,SkyHawk,HDD,6000GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X18 18TB HDD 3.5"" SATA",725fd827-9103-413e-a6fe-77117853169f,hdd_0437,,Exos,HDD,18000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda Pro 6TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",72b7e99b-705d-4ba6-a7e4-1439559c7fb6,hdd_0438,,BarraCuda,HDD,6000GB
,14,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MD07ACA 14TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",72c60292-6ee0-4b5d-8c94-d77993ff8da1,hdd_0439,,MD07ACA,HDD,14GB
,160,hdd,"3.5""",PATA 100,,Seagate,"Seagate BarraCuda 160GB HDD 3.5"" 7200RPM PATA 100",72d4fc17-0330-4fec-adfa-0eee7e0f8a09,hdd_0440,,BarraCuda,HDD,160GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise 1TB HDD 3.5"" 7200RPM SATA",740b2419-9225-4147-a477-aac7c852e11b,hdd_0441,,Enterprise,HDD,1000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 6TB HDD 5400RPM 3.5"" SATA",743487d9-1b75-4466-a33f-41d023a8ddd1,hdd_0442,,IronWolf,HDD,6000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Constellation ES.2 3 TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",745b8441-8ae0-4ced-a269-0186175f1eac,hdd_0443,,Constellation,HDD,3000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital VelociRaptor 1TB 2.5"" HDD 10000RPM SATA",74a30788-ba98-48ce-b385-d42b9436f5c7,hdd_0444,,VelociRaptor,HDD,1000GB
,40,hdd,"2.5""",SATA 3.0 Gb/s,,Seagate,"Seagate EE25.2 40GB HDD 5400RPM 2.5"" SATA",74bbb306-ce02-4837-a537-bec1589b103b,hdd_0445,,EE25.2,HDD,40GB
,2000,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Green 2TB HDD 2.5"" SATA",74da8e29-290b-48bc-84c5-70292d37ef86,hdd_0446,,Green,HDD,2000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba HDKBB96 1TB 2.5"" HDD 5400RPM SATA 6.0 Gb/s Internal",74e4f963-0233-48ec-8960-b59a39f663b8,hdd_0447,,HDKBB96,HDD,1000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate ST1000LM035 1TB HDD 2.5"" SATA",74f07c4a-aec8-4e94-a6f5-e0c13069a307,hdd_0448,,ST1000LM035,HDD,1000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital AV-GP 1TB HDD 3.5"" SATA",75417e09-9056-4a49-b50d-d4f313d89fdc,hdd_0449,,AV-GP,HDD,1000GB
,3000,hdd,"3.5""",SATA 3.0 Gb/s,,Toshiba,"Toshiba HDKPC08 3TB HDD 7200RPM 3.5"" SATA 3.0 Gb/s Internal",757c0cf0-5017-4afc-a505-9415ed384c36,hdd_0450,,HDKPC08,HDD,3000GB
,22000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Ultrastar DC HC560 22TB HDD 7200RPM 3.5"" SATA",76498642-6d7c-42b1-8ef6-4d45cfc536fc,hdd_0451,,Ultrastar,HDD,22000GB
,500,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate ST500VM000 500GB HDD 3.5"" 5900RPM SATA 6.0 Gb/s Internal",7715935c-53f5-48d1-a655-f75d9eecff86,hdd_0452,,ST500VM000,HDD,500GB
