cache_l2,cache_l3,category,clock_base,clock_boost,clock_efficiency_base,clock_efficiency_boost,cores_efficiency,cores_performance,cores_total,integrated_graphics,manufacturer,memory_channels,memory_max_gb,memory_types,microarchitecture,name,opendb_id,part_id,release_year,series,socket,tdp,threads,variant
16,64,cpu,3,4.2,,,,32,32,None,AMD,,,,Zen+,AMD Threadripper 2990 WX 3.0 GHz 32-Core sTR4,ace4672b-d3d9-4695-bac3-d76b4283cf3a,cpu_0515,,AMD Threadripper,TR4,250,64,
5,9,cpu,3,4.1,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake,Intel Core i5 8500 3 GHz 6-Core LGA1151 OEM/Tray,acea06d7-82cb-496f-9ee6-172c9105d86a,cpu_0516,,Intel Core i5,LGA 1151,65,6,
1,8,cpu,3.8,4.5,,,,4,4,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i3 10305 3.8 GHz 4-Core LGA1200,ad06f564-5ce6-4b63-89bf-ea3d1bac569d,cpu_0517,,Intel Core i3,LGA 1200,65,8,
8,32,cpu,3.4,4,,,,16,16,None,AMD,,,,Zen,AMD Threadripper 1950X 3.4 GHz 16-Core sTR4,ad2f57e1-6be7-4064-a331-412256955e97,cpu_0518,,AMD Threadripper,TR4,180,32,
5,12,cpu,3.6,4.8,,,,6,6,Intel HD Graphics P630,Intel,,,,Coffee Lake Refresh,Intel Xeon E 2246G 3.6 GHz 6-Core LGA1151 OEM/Tray,ad3ca29b-9c97-48fc-83fc-e24f00e2b6df,cpu_0519,,Intel Xeon E,LGA 1151,80,12,
2,12,cpu,3,4.7,,,,8,8,None,Intel,,,,Coffee Lake Refresh,Intel Core i7 9700F 3.0 GHz 8-Core LGA1151,ad46c8d7-41a5-44a7-a89a-3bab491e25c3,cpu_0520,,Intel Core i7,LGA 1151,65,8,
5,12,cpu,3.2,4.6,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake,Intel Core i7 8700 3.2 GHz 6-Core LGA1151,ad4d37df-831c-4272-a8f2-3a32615a1bf6,cpu_0521,,Intel Core i7,LGA 1151,65,12,
8,8,cpu,3.2,4.1,,,,8,8,None,AMD,,,,Bulldozer,AMD FX 8140 3.2 GHz 8-Core AM3+ OEM/Tray,ad4d4d76-63fc-47a4-b88a-01280d59bb9d,cpu_0522,,AMD FX,AM3+,95,8,
5,12,cpu,3.3,4.5,,,,6,6,None,Intel,,,,Coffee Lake,Intel Xeon E 2136 3.3 GHz 6-Core LGA1151 OEM/Tray,ad7033fb-9b2b-4a2a-9668-8c892e141feb,cpu_0523,,Intel Xeon E,LGA 1151,80,12,
2,4,cpu,3.9,0,0,0,0,0,2,Intel UHD Graphics 630,Intel,2,,DDR4,Coffee Lake,Intel Pentium Gold G5600,adc4a3fa-6770-4561-9432-f5c105eedb5e,cpu_0524,2018,,LGA 1151,54,4,
2,16,cpu,2.2,2.6,,,,8,8,None,Intel,,,,Sandy Bridge,Intel Xeon E5 4620 2.2 GHz 8-Core LGA2011,adddbc6a-7456-41c0-b5fd-2aa326c284b6,cpu_0525,,Intel Xeon E5,LGA 2011,95,16,
1,6,cpu,2.4,3,,,,4,4,Intel HD Graphics 630,Intel,,,,Kaby Lake,Intel Core i5 7400T 2.4 GHz 4-Core LGA1151,ae3450ca-6510-47c6-bb10-3d40dd861263,cpu_0526,,Intel Core i5,LGA 1151,35,4,
5,9,cpu,3.6,4.3,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake,Intel Core i5 8600K 3.6 GHz 6-Core LGA1151 OEM/Tray,ae53c927-1b48-4f59-86d7-47443af1fbc1,cpu_0527,,Intel Core i5,LGA 1151,95,6,
1,6,cpu,2.7,3.3,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i5 6400 2.7 GHz 4-Core LGA1151,ae9507b0-cdbc-489b-b39a-46b12687d53d,cpu_0528,,Intel Core i5,LGA 1151,65,4,
5,25,cpu,2.2,3.1,,,,10,10,None,Intel,,,,Broadwell,Intel Xeon E5 2630 V4 2.2 GHz 10-Core LGA2011-3,aeecd375-1ad6-4931-aaf1-f1073687a711,cpu_0529,,Intel Xeon E5,LGA 2011-3,85,20,
5,20,cpu,2.5,4.7,1.8,3.5,,,10,Intel UHD Graphics 730,Intel,,,"DDR5, DDR4",Raptor Lake Refresh,Intel Core i5 14400 2.5 GHz 10-Core LGA1700,af402682-92b0-4c17-9228-19b9b5c6dcdd,cpu_0530,,Intel Core i5,LGA 1700,65,16,
4,32,cpu,3.8,4.8,,,,8,8,None,AMD,,,DDR4,Zen 3,AMD Ryzen 7 5800XT 3.8 GHz 8-Core AM4,af8ed8d9-6678-4f1b-a6f1-1e0a75821f57,cpu_0531,,AMD Ryzen 7,AM4,105,16,
1,15,cpu,3.5,3.7,,,,4,4,None,Intel,,,,Haswell,Intel Xeon E5 2637 V3 OEM/Tray 3.5 GHz 4-Core LGA2011-3,b096b381-c81d-46bc-b2f7-ec0f8a600bf1,cpu_0532,,Intel Xeon E5,LGA 2011-3,135,8,
1,8,cpu,3.2,4,,,,4,4,Intel HD Graphics 4000,Intel,,,,Haswell Refresh,Intel Core i7 4790S 3.2 GHz 4-Core LGA1150,b0ff6516-30cb-42fa-a1df-cb23c9029448,cpu_0533,,Intel Core i7,LGA 1150,65,8,
1,6,cpu,3.5,4.1,,,,4,4,Intel HD Graphics 630,Intel,,,,Kaby Lake,Intel Core i5 7600 3.5 GHz 4-Core LGA1151 OEM/Tray,b118e697-2205-4c0c-b124-5aa24e9adc33,cpu_0534,,Intel Core i5,LGA 1151,65,4,
1,6,cpu,3.3,3.9,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i5 6600 3.3 GHz Quad-Core LGA1151 OEM/Tray,b16f5647-6509-42e3-ac3f-3f86e8d21e05,cpu_0535,,Intel Core i5,LGA 1151,65,4,
1,6,cpu,3.7,4.4,,,,4,4,None,Intel,,,,Comet Lake,Intel Core i3 10105F 3.7 GHz 4-Core LGA1200,b1b42049-0a9c-431b-a545-9deefbbefc6f,cpu_0536,,Intel Core i3,LGA 1200,65,8,
1,8,cpu,3.6,4,,,,4,4,Intel HD Graphics 4600,Intel,,,,Haswell Refresh,Intel Core i7 4790 3.6 GHz 4-Core LGA1150 OEM/Tray,b202d601-c009-46b0-9218-c6090c8403d0,cpu_0537,,Intel Core i7,LGA 1150,84,8,
5,20,cpu,2.5,4.6,1.8,3.3,,,10,Intel UHD Graphics 730,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i5 13400 2.5 GHz 10-Core LGA1700,b20e3cca-2a76-407d-9a2b-a8d191215899,cpu_0538,,Intel Core i5,LGA 1700,65,16,
5,25,cpu,2.8,3.6,,,,10,10,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2680 V2 2.8 GHz 10-Core LGA2011,b37f76e3-9f60-4f99-a71e-468bcfe93058,cpu_0539,,Intel Xeon E5,LGA 2011,115,20,
2,4,cpu,3.6,4,,,,4,4,AMD Radeon Vega 8,AMD,,,DDR4,Zen+,AMD Ryzen 3 3200G 3.6 GHz 4-Core AM4 OEM/Tray,b3b4fd2c-5a52-4eb6-9167-8b54e778934e,cpu_0540,,AMD Ryzen 3,AM4,65,4,
2,16,cpu,3.7,5,,,,8,8,Intel HD Graphics P630,Intel,,,,Coffee Lake Refresh,Intel Xeon E 2288G 3.7 GHz 8-Core LGA1151 (OEM/Tray),b3e699b9-ffb8-4244-9aa2-c5c1c10d5ec3,cpu_0541,,Intel Xeon E,LGA 1151,95,16,
5,45,cpu,2.3,3.6,,,,18,18,None,Intel,,,,Broadwell,Intel Xeon E5 2697 V4 2.3 GHz 18-Core LGA2011-3,b3e855a0-64fe-48fc-88fb-0898e4deb440,cpu_0542,,Intel Xeon E5,LGA 2011-3,145,36,
16,64,cpu,4.5,5.3,,,,,16,None,AMD,8,,DDR5,Zen 4,AMD Ryzen Threadripper PRO 7955WX,b40dd0a7-820e-4e05-b51b-a149e5572ff9,cpu_0543,2023,AMD Ryzen Threadripper PRO 7000 WX,sTR5,350,32,7955WX
14,25,cpu,3.3,4.4,,,,14,14,None,Intel,,,,Skylake,Intel Core i9 9940X 3.3 GHz 14-Core LGA2066 OEM/Tray,b41a8d44-f02d-41b5-aedb-f267b0450a23,cpu_0544,,Intel Core i9,LGA 2066,165,28,
8,8,cpu,3.3,4.3,,,,8,8,None,AMD,,,,Piledriver,AMD FX FX 8370E 3.3 GHz 8-Core AM3+ OEM/Tray,b45ae860-da73-4917-b3ab-82f3f5fb4088,cpu_0545,,AMD FX,AM3+,95,8,
8,32,cpu,3.5,4.4,,,,16,16,None,AMD,,,,Zen+,AMD Threadripper 2950X 3.5 GHz 16-Core sTR4,b47b7945-792d-4d3f-82c8-e4852a1738c3,cpu_0546,,AMD Threadripper,TR4,180,32,
1,8,cpu,3.8,4.7,,,,4,4,Intel HD Graphics P630,Intel,,,,Coffee Lake,Intel Xeon E 2174G 3.8 GHz 4-Core LGA1151 OEM/Tray,b4ae2fc5-129a-4af3-82f3-77f01bfb9e29,cpu_0547,,Intel Xeon E,LGA 1151,71,8,
1,8,cpu,3,3.5,,,,4,4,None,Intel,,,,Skylake,Intel Xeon E3 1220 V5 3 GHz 4-Core LGA1151,b512a75c-37dc-4f6a-88b1-e6ab35f2256d,cpu_0548,,Intel Xeon E3,LGA 1151,80,4,
2,8,cpu,3.2,3.4,,,,4,4,None,AMD,,,DDR4,Zen,AMD Ryzen 5 1400 3.2 GHz 4-Core AM4,b5af1355-01e2-44a3-8708-5f488001b29e,cpu_0549,,AMD Ryzen 5,AM4,65,8,
24,128,cpu,4.2,5.4,,,,,24,None,AMD,8,,DDR5,Zen 5,AMD Ryzen Threadripper PRO 9965WX,b5cbaa67-8991-4ab6-9a7c-8fbcb1609861,cpu_0550,,AMD Ryzen Threadripper PRO 9000 WX-Series,sTR5,350,48, PRO 9965WX
4,0,cpu,3.7,4,,,,4,4,AMD Radeon R7 (on-die),AMD,,,,Steamroller,AMD A10 A10-7850K 3.7 GHz 4-Core FM2+,b627dda3-f372-4f5d-9a39-e5127bcce49e,cpu_0551,,AMD A10,FM2+,95,4,
8,8,cpu,3.2,4,,,,8,8,None,AMD,,,,Piledriver,AMD FX 8320E 3.2 GHz 8-Core AM3+,b64d77f2-654a-4d5a-872f-a85c232900a8,cpu_0552,,AMD FX,AM3+,95,8,
3,30,cpu,3,3.5,,,,12,12,None,Intel,,,,Broadwell,Intel Xeon E5 2687W V4 3 GHz 12-Core LGA2011-3,b6ccf9c4-58e4-4c14-8dbd-82454da31ce8,cpu_0553,,Intel Xeon E5,LGA 2011-3,160,24,
5,24,cpu,2.7,5,2,3.7,,,14,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i5 13600 2.7 GHz 14-Core LGA1700,b6daa5b6-8e64-438a-8893-274c85715758,cpu_0554,,Intel Core i5,LGA 1700,65,20,
12,64,cpu,4.4,5.6,,,,,12,AMD Radeon Graphics,AMD,2,,DDR5,Zen 5,AMD Ryzen 9 9900X 4.4 GHz 12-Core AM5,b6f5b046-0856-4ef3-9689-5d75ddc92608,cpu_0555,2024,AMD Ryzen 9 9000,AM5,120,24,9900X
1,0,cpu,3.7,4,,,,2,2,AMD Radeon R5 (on-die),AMD,,,,Steamroller,AMD A 6 7470K 3.7 GHz 2-Core FM2+,b713ae1d-0b74-49a5-866d-808a684ddb4b,cpu_0556,,AMD A6,FM2+,65,2,
1,6,cpu,2.4,3,,,,4,4,Intel HD Graphics 630,Intel,,,,Kaby Lake,Intel Core i5 7400T 2.4 GHz 4-Core LGA1151,b733dd80-4683-45fa-9047-844eebedd6c8,cpu_0557,,Intel Core i5,LGA 1151,35,4,
6,16,cpu,4.2,4.7,,,,,6,,AMD,2,,DDR5,Zen 4,AMD Ryzen 5 8400F 4.2 GHz 6-Core AM5,b7d6999e-97a3-4ca1-b9d4-f266e4d60135,cpu_0558,2024,AMD Ryzen 5 8000,AM5,,12,8400F
1,6,cpu,3.1,3.7,,,,4,4,Intel UHD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i3 9100T OEM/Tray 3.1 GHz 4-Core LGA1151,b7e510f1-0c89-4747-b8c1-459041432009,cpu_0559,,Intel Core i3,LGA 1151,35,4,
96,384,cpu,2.5,5.1,,,,,96,None,AMD,8,,DDR5,Zen 4,AMD Ryzen Threadripper PRO 7995WX,b8259316-63cb-41f2-8504-88cd43f69a8e,cpu_0560,2023,AMD Ryzen Threadripper PRO 7000 WX,sTR5,350,192,PRO 7795 WX
1,8,cpu,3.8,4.6,,,,4,4,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i3 10320 3.8 GHz 4-Core LGA1200,b8349625-b815-468f-a4dc-32aba8a8f84d,cpu_0561,,Intel Core i3,LGA 1200,65,8,
5,25,cpu,1.7,2.1,,,,10,10,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2650L V2 1.7 GHz 10-Core LGA2011 OEM/Tray,b85e7f24-b42a-49e4-8e50-db62ccaaaff1,cpu_0562,,Intel Xeon E5,LGA 2011,70,20,
5,20,cpu,3.6,5.2,,,,10,10,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i9 10850K 3.6 GHz 10-Core LGA1200,b89d067d-d88e-4525-9460-6054d5033b4c,cpu_0563,,Intel Core i9,LGA 1200,125,20,
1,6,cpu,2.8,3.3,,,,4,4,Intel HD Graphics 2500,Intel,,,,Ivy Bridge,Intel Core i5 3340S 2.8 GHz 4-Core LGA1155,b93f8e5b-7352-44bc-9a3c-966a3e7cc603,cpu_0564,,Intel Core i5,LGA 1155,65,4,
3,16,cpu,3.6,4.6,,,,6,6,AMD Radeon Vega 7,AMD,,,DDR4,Zen 3,AMD Ryzen 5 5600GT 3.6 GHz 6-Core AM4,b9d94d66-3b82-42bc-ab7a-e2e14c2e94a7,cpu_0565,,AMD Ryzen 5,AM4,65,12,
1,8,cpu,4.3,4.5,,,,4,4,None,Intel,,,,Kaby Lake,Intel Core i7 7740X 4.3 GHz 4-Core LGA2066,b9eb8074-bccb-4de8-b65f-8a1d7231d014,cpu_0566,,Intel Core i7,LGA 2066,112,8,
6,96,cpu,4.1,4.7,,,,6,6,AMD Radeon,AMD,,,DDR5,Zen 4,AMD Ryzen 5 7600X3D 4.1 GHz 6-Core AM5,ba099e65-8148-4937-aa16-80927792778e,cpu_0567,,AMD Ryzen 5,AM5,65,12,
2,20,cpu,3.2,3.6,,,,8,8,None,Intel,,,,Haswell,Intel Xeon E5 2667 V3 3.2 GHz 8-Core LGA2011-3 OEM/Tray,bb1d31e6-d4c2-4385-a58e-ac653ae9c319,cpu_0568,,Intel Xeon E5,LGA 2011-3,135,16,
1,6,cpu,4,4.2,,,,4,4,None,Intel,,,,Kaby Lake,Intel Core i5 7640X 4 GHz 4-Core LGA2066,bb27044e-0b30-4e45-b56e-27932e97cab9,cpu_0569,,Intel Core i5,LGA 2066,112,4,
1,6,cpu,3.5,4.1,,,,4,4,Intel HD Graphics 630,Intel,,,,Kaby Lake,Intel Core i5 7600 3.5 GHz 4-Core LGA1151,bba255ea-d82d-4cfd-a74b-fbce700520ba,cpu_0570,,Intel Core i5,LGA 1151,65,4,
3,30,cpu,2.6,3.3,,,,12,12,None,Intel,,,,Haswell,Intel Xeon E5 2685 V3 2.6 GHz 12-Core LGA2011-3 OEM/Tray,bbd9ce5b-e78d-45ab-90ec-e993c71832dc,cpu_0571,,Intel Xeon E5,LGA 2011-3,120,24,
5,12,cpu,3.7,4.7,,,,6,6,Intel HD Graphics P630,Intel,,,,Coffee Lake,Intel Xeon E 2176G 3.7 GHz 6-Core LGA1151,bc402f45-f3cd-43cc-b3e4-e184effd929d,cpu_0572,,Intel Xeon E,LGA 1151,80,12,
1,6,cpu,2.7,3.3,,,,4,4,Intel HD Graphics 630,Intel,,,,Kaby Lake,Intel Core i5 7500T 2.7 GHz 4-Core LGA1151,bc44a11f-518d-412f-9221-ff43d804dd39,cpu_0573,,Intel Core i5,LGA 1151,35,4,
2,16,cpu,3.8,5.1,,,,8,8,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i7 10700K 3.8 GHz 8-Core LGA1200,bc962501-eb68-418a-bd69-d51512b1e3ca,cpu_0574,,Intel Core i7,LGA 1200,125,16,
2,20,cpu,1.8,2.9,,,,8,8,None,Intel,,,,Haswell,Intel Xeon E5 2630L V3 OEM/Tray 1.8 GHz 8-Core LGA2011-3,bd1d91f7-22df-4ecf-9460-6330256a1ca2,cpu_0575,,Intel Xeon E5,LGA 2011-3,55,16,
512,4,cpu,3.5,0,,,0,2,2,AMD Radeon Vega 3,AMD,,,DDR4,Zen,AMD Athlon 3000G,bd3ccb89-8d76-4e73-98d9-44e8582d077a,cpu_0576,2019,,AM4,35,4,
8,8,cpu,4.4,4.7,,,,8,8,None,AMD,,,,Piledriver,AMD FX 9370 4.4 GHz 8-Core AM3+ OEM/Tray,bd9997e8-9d7e-4fe7-92c9-59e47addba4a,cpu_0577,,AMD FX,AM3+,220,8,
4,16,cpu,3.6,4,,,,8,8,None,AMD,,,DDR4,Zen,AMD Ryzen 7 1800X 3.6 GHz 8-Core AM4,bdacccac-3d03-4436-8ebe-3de176024c18,cpu_0578,,AMD Ryzen 7,AM4,95,16,
5,15,cpu,3.5,3.7,,,,6,6,None,Intel,,,,Haswell,Intel Core i7 5930K 3.5 GHz 6-Core LGA2011-3,be5042d0-19ca-483b-8502-7d1dfb2d549e,cpu_0579,,Intel Core i7,LGA 2011-3,140,12,
4,32,cpu,3.9,4.7,,,,8,8,None,AMD,,,DDR4,Zen 2,AMD Ryzen 7 3800XT 3.9 GHz 8-Core,bf21533b-baba-409f-aa43-c5f3eab64c5f,cpu_0580,,AMD Ryzen 7,AM4,105,16,
3,16,cpu,3.6,4.2,,,,6,6,None,AMD,,,DDR4,Zen 3,AMD Ryzen 5 5500 3.6 GHz 6-Core AM4,bf36a706-491a-45e8-ba4a-8529d3ef91e9,cpu_0581,,AMD Ryzen 5,AM4,65,12,
5,9,cpu,2.9,4.1,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i5 9400 2.9 GHz 6-Core LGA1151 OEM/Tray,bf3ebca8-dd6a-470b-b47b-cea77447bc68,cpu_0582,,Intel Core i5,LGA 1151,65,6,
2,16,cpu,3.1,5,,,,8,8,Intel UHD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i9 9900 3.1 GHz 8-Core LGA1151 OEM/Tray,bf57d7f5-cb98-4b27-8299-941a55164857,cpu_0583,,Intel Core i9,LGA 1151,65,16,
1,0,cpu,3.7,3.9,,,,2,2,AMD Radeon HD 8370D,AMD,,,,Piledriver,AMD A-Series A4 6300 3.7 GHz 2-Core FM2,bf7825af-47b2-42ad-bba9-25ef34da4988,cpu_0584,,AMD A4,FM2,65,2,
1,8,cpu,3.5,3.9,,,,4,4,Intel HD Graphics P530,Intel,,,,Skylake,Intel Xeon E3 1245 V5 3.5 GHz 4-Core LGA1151,bf7fc4c0-d83f-490d-b833-b0cba84785f6,cpu_0585,,Intel Xeon E3,LGA 1151,80,8,
1,6,cpu,3.1,3.3,,,,4,4,Intel HD Graphics 2500,Intel,,,,Ivy Bridge,Intel Core i5 3340 3.1 GHz 4-Core LGA1155,bfd0c295-9f75-4edd-9381-90f88dceb2f7,cpu_0586,,Intel Core i5,LGA 1155,77,4,
2,4,cpu,3.5,3.7,,,,4,4,AMD Radeon Vega 8,AMD,,,DDR4,Zen,AMD Ryzen 3 2200G 3.5 GHz 4-Core AM4,c009a13a-76ea-47e3-b908-89c690705b20,cpu_0587,,AMD Ryzen 3,AM4,65,4,
32,36,cpu,2,5.6,2.2,4.2,,,24,None,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i9 13900F 2.0 GHz 24-Core LGA1700,c0406a8f-3026-4468-a2d9-322c8206ed69,cpu_0588,,Intel Core i9,LGA 1700,65,32,
12,128,cpu,4.4,5.6,,,,12,12,AMD Radeon,AMD,,,DDR5,Zen 4,AMD EPYC 4484PX 4.4 GHz 12-Core AM5,c0c9ae6f-6eac-4740-8b6c-06db912c1ff8,cpu_0589,,AMD EPYC,AM5,120,24,
1,6,cpu,3.5,3.9,,,,4,4,Intel HD Graphics 4600,Intel,,,,Haswell Refresh,Intel Core i5 4690 3.5 GHz 4-Core LGA1150,c10315ba-abf2-4d45-98b7-43b321f9861c,cpu_0590,,Intel Core i5,LGA 1150,84,4,
5,20,cpu,3.7,4.9,2.8,3.6,,,10,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Alder Lake,Intel Core i5 12600K 3.7 GHz 10-Core LGA1700,c14d84a3-7c13-4611-a367-7e034693266f,cpu_0591,,Intel Core i5,LGA 1700,125,16,
1,8,cpu,3.3,3.7,,,,4,4,Intel HD Graphics P530,Intel,,,,Skylake,Intel Xeon E3 1225 V5 3.3 GHz 4-Core LGA1151,c1adfe4a-66ad-45f3-a9e7-d750390d34e7,cpu_0592,,Intel Xeon E3,LGA 1151,80,4,
1,0,cpu,3.5,3.8,,,,2,2,AMD Radeon R5 (on-die),AMD,,,,Puma+,AMD A6 7480 3.5 GHz 2-Core FM2+,c1f517e7-9b47-409c-9f03-dc80a329275f,cpu_0593,,AMD A6,FM2+,65,2,
28,33,cpu,2.1,5.4,1.5,4.2,,,20,None,Intel,,,"DDR5, DDR4",Raptor Lake Refresh,Intel Core i7 14700F 2.1 GHz 20-Core LGA1700,c2900762-11b6-49bc-a728-566b56db3638,cpu_0594,,Intel Core i7,LGA 1700,65,28,
1,8,cpu,3.4,4,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i7 6700 3.4 GHz 4-Core LGA1151,c2933afd-f5c7-4c46-aab4-37da272972e0,cpu_0595,,Intel Core i7,LGA 1151,65,8,
1,6,cpu,2.8,3.3,,,,4,4,Intel HD Graphics 4600,Intel,,,,Haswell,Intel Core i5 4440S 2.8 GHz 4-Core LGA1150,c29c9a98-338e-48dc-9160-da4c0cabab8e,cpu_0596,,Intel Core i5,LGA 1150,65,4,
6,32,cpu,3.8,5.1,,,,6,6,AMD Radeon,AMD,,,DDR5,Zen 4,AMD EPYC EPYC 4244P 3.8 GHz 6-Core AM5,c2d5377e-bf6e-42e7-a19e-87a8df32dac5,cpu_0597,,AMD EPYC,AM5,65,12,
8,32,cpu,4.5,5.4,,,,8,8,AMD Radeon,AMD,,,DDR5,Zen 4,AMD EPYC EPYC 4364P 4.5 GHz 8-Core AM5,c315b361-a062-410e-9108-de12a2e800d0,cpu_0598,,AMD EPYC,AM5,105,16,
14,25,cpu,3.1,4.4,,,,14,14,None,Intel,,,,Skylake,Intel Core i9 7940X 3.1 GHz 14-Core LGA2066 OEM/Tray,c33e2129-22d5-4028-96b1-cecd899555d7,cpu_0599,,Intel Core i9,LGA 2066,165,28,
4,0,cpu,3.1,3.8,,,,4,4,AMD Radeon R7 (on-die),AMD,,,,Steamroller,AMD A 8 7600 3.1 GHz 4-Core FM2+ OEM/Tray,c3695c8d-2775-4eed-91b1-fdfd90e5ff7e,cpu_0600,,AMD A8,FM2+,65,4,
5,9,cpu,1.7,3.3,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake,Intel Core i5 8400T 1.7 GHz 6-Core LGA1151 OEM/Tray,c3be1736-fa24-4af3-9c56-3c6fb9761fef,cpu_0601,,Intel Core i5,LGA 1151,35,6,
1,8,cpu,3.4,3.8,,,,4,4,None,Intel,,,,Skylake,Intel Xeon E3 1230 V5 3.4 GHz 4-Core LGA1151 OEM/Tray,c50a5824-b6d0-400b-9de8-d4b1128a0c0d,cpu_0602,,Intel Xeon E3,LGA 1151,80,8,
1,8,cpu,3.6,4,,,,4,4,Intel HD Graphics P530,Intel,,,,Skylake,Intel Xeon E3 1275 V5 3.6 GHz 4-Core LGA1151 OEM/Tray,c570f209-ac54-4bd8-b603-c8f49812279c,cpu_0603,,Intel Xeon E3,LGA 1151,80,8,
2,20,cpu,2.6,3.3,,,,8,8,None,Intel,,,,Sandy Bridge,Intel Xeon E5 2670 2.6 GHz 8-Core LGA2011,c626e388-0f46-47d3-a5b2-a219c80c6f5d,cpu_0604,,Intel Xeon E5,LGA 2011,115,16,
1,6,cpu,3.8,4.2,,,,4,4,Intel HD Graphics 630,Intel,,,,Kaby Lake,Intel Core i5 7600K 3.8 GHz 4-Core LGA1151,c77c8f8d-5e71-4b20-a8a4-3226f294a4e7,cpu_0605,,Intel Core i5,LGA 1151,91,4,
3,30,cpu,2.3,3.1,,,,12,12,None,Intel,,,,Haswell,Intel Xeon E5 2670 V3 2.3 GHz 12-Core LGA2011-3 OEM/Tray,c7a71298-3005-4abb-a7dc-ec038dc16a43,cpu_0606,,Intel Xeon E5,LGA 2011-3,120,24,
2,12,cpu,3,4.7,,,,8,8,Intel HD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i7 9700 3 GHz 8-Core LGA1151 OEM/Tray,c7d21bb9-7688-49bd-ac6c-f5730c2a5b7f,cpu_0607,,Intel Core i7,LGA 1151,65,8,
2,20,cpu,2.2,3,,,,8,8,None,Intel,,,,Sandy Bridge,Intel Xeon E5 2660 2.2 GHz 8-Core LGA2011 OEM/Tray,c7dddf76-bd30-401f-881d-4d83a7446ccd,cpu_0608,,Intel Xeon E5,LGA 2011,95,16,
12,64,cpu,3,4.2,,,,24,24,None,AMD,,,,Zen+,AMD Threadripper 2970WX 3 GHz 24-Core sTR4,c8516eef-ba79-437e-a169-bdb0610a1875,cpu_0609,,AMD Threadripper,TR4,250,48,
8,32,cpu,3.5,4.4,0,0,0,0,16,None,,4,,DDR4,Zen+,Ryzen Threadripper 2950X,c8610822-8988-491e-9ecc-28aeb55987f1,cpu_0610,2018,,TR4,180,32,
5,15,cpu,3.7,4,,,,6,6,None,Intel,,,,Ivy Bridge,Intel Xeon E5 1660 V2 3.7 GHz 6-Core LGA2011,c8c88c3f-1f07-486c-9713-d621eec3c032,cpu_0611,,Intel Xeon E5,LGA 2011,130,12,
5,9,cpu,2.8,4,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake,Intel Core i5 8400 2.8 GHz 6-Core LGA1151 OEM/Tray,c94676f9-71ba-4fde-aab0-e6227ae80965,cpu_0612,,Intel Core i5,LGA 1151,65,6,
22,20,cpu,3.3,4.9,2.7,4.4,,,10,Intel Xe Graphics,Intel,,,DDR5,Arrow Lake,Intel Core Ultra 5 225 3.3 GHz 10-Core LGA1851,cbbbe76c-fdcf-49bf-8aa9-f04962e659f3,cpu_0613,,Intel Core Ultra 5,LGA 1851,65,10,
6,32,cpu,3.9,5.4,,,,,6,AMD Radeon Graphics,AMD,2,,DDR5,Zen 5,AMD Ryzen 5 9600X 3.9 GHz 6-Core AM5,cc0a0e08-bc25-4539-af92-952cced58623,cpu_0614,2024,AMD Ryzen 5 9000,AM5,65,12,9600X
1,8,cpu,3.8,4.2,,,,4,4,Intel HD Graphics P630,Intel,,,,Kaby Lake,Intel Xeon E3 1275 V6 3.8 GHz 4-Core LGA1151 OEM/Tray,cc329b1a-917a-4b50-b652-36eb4a6b5789,cpu_0615,,Intel Xeon E3,LGA 1151,73,8,
4096,16384,cpu,3000,3700,,,0,8,8,None,,2,,DDR4,Zen,AMD Ryzen 7 1700,cc3a29bc-0e7a-4351-9a87-f56eba3a0d75,cpu_0616,2017,,AM4,65,16,
4,4,cpu,4,4.1,,,,4,4,None,AMD,,,,Bulldozer,AMD FX FX-4150 4 GHz 4-Core AM3+ OEM/Tray,ccc69dff-328d-4467-8ba5-5364ca8c4a32,cpu_0617,,AMD FX,AM3+,125,4,
